,match_probability,source_dataset_l,source_dataset_r,unique_id_l,unique_id_r,firstname_l,firstname_r,lastname_l,lastname_r,petname_l,petname_r,dob_l,dob_r,sex_l,sex_r,match_key
2316,100.0,facility_df,house_df,924,1579,Janet,Janet,Namulondo,Namulondo,Esa,Esa,1972-02-24,1972-02-24,2,2,0
1486,100.0,facility_df,house_df,2864,392,Janet,Janet,Nadunga,Nadunga,,,2013-02-23,2013-03-08,2,2,0
312,100.0,facility_df,house_df,2417,1000,Janet,Janet,Naigaga,Naigaga,Nakato,Yara,1932-05-11,1932-05-24,2,2,0
510,100.0,facility_df,house_df,2668,1792,Janet,Janet,Nakadama,Nakadama,Chilalo,Vama,2028-12-04,2028-12-17,2,2,0
441,100.0,facility_df,house_df,1061,2013,Janet,Janet,Shakira,Shakira,Nakayiwa,Rima,1990-06-12,1990-05-16,2,2,0
1278,100.0,facility_df,house_df,1704,1073,Janet,Janet,Naigaga,Naigaga,,,2006-03-03,2006-03-03,2,2,0
2391,100.0,facility_df,house_df,211,2013,Janet,Janet,Shakira,Shakira,Rima,Rima,1990-05-16,1990-05-16,2,2,0
2412,100.0,facility_df,house_df,1348,2028,Janet,Janet,Mutesi,Mutesi,Tisa,Tisa,1968-11-01,1968-11-01,2,2,0
156,99.29,facility_df,house_df,2417,1073,Janet,Janet,Naigaga,Naigaga,Nakato,,1932-05-11,2006-03-03,2,2,0
630,100.0,facility_df,house_df,152,3615,Janet,Janet,Racheal,Racheal,Adabu,Rima,1937-08-19,1937-09-01,2,2,0
868,100.0,facility_df,house_df,2334,3692,Janet,Janet,Naigembe,Naigembe,Angoma,,2025-07-19,2025-07-12,2,2,0
157,99.29,facility_df,house_df,2417,1134,Janet,Janet,Naigaga,Naigaga,Nakato,,1932-05-11,1994-10-06,2,2,0
159,99.29,facility_df,house_df,1704,3533,Janet,Janet,Naigaga,Naigaga,,Dara,2006-03-03,2023-06-30,2,2,0
488,100.0,facility_df,house_df,463,828,Janet,Janet,Nakagolo,Nakagolo,Jingo,,2019-03-15,2019-03-28,2,2,0
158,99.29,facility_df,house_df,1704,1134,Janet,Janet,Naigaga,Naigaga,,,2006-03-03,1994-10-06,2,2,0
160,99.29,facility_df,house_df,1704,1000,Janet,Janet,Naigaga,Naigaga,,Yara,2006-03-03,1932-05-24,2,2,0
67,97.41,facility_df,house_df,2417,3533,Janet,Janet,Naigaga,Naigaga,Nakato,Dara,1932-05-11,2023-06-30,2,2,0
2256,100.0,facility_df,house_df,2573,2740,Janeti,Janeti,Asa,Asa,,,1987-11-24,1987-11-24,2,2,0
2206,100.0,facility_df,house_df,1296,2699,Janida,Janida,Joyce,Joyce,,,1997-04-12,1997-04-12,2,2,0
2288,100.0,facility_df,house_df,997,3719,Janiffer,Janiffer,Olive,Olive,,,2004-12-30,2004-12-30,2,2,0
1270,100.0,facility_df,house_df,1877,1745,Jazila,Jazila,Namuwanga,Namuwanga,Bintu,Dama,1958-03-03,1958-03-23,2,2,0
1758,100.0,facility_df,house_df,1649,891,Jenipher,Jenipher,Nabirye,Nabirye,,,2020-08-30,2020-08-30,2,2,0
1493,100.0,facility_df,house_df,2379,2003,Jenipher,Jenipher,Nakimuli,Nakimuli,Nakato,Enaya,1945-02-15,1945-02-28,2,2,0
1500,100.0,facility_df,house_df,2272,3653,Jenipher,Jenipher,Naku,Naku,Alimu,Maia,1969-09-21,1969-10-11,2,2,0
2101,100.0,facility_df,house_df,2403,323,Jesca,Jesca,Mutesi,Mutesi,Chuma,Chuma,2007-12-16,2007-12-29,2,2,0
2806,100.0,facility_df,house_df,2225,1831,Jimmy,Jimmy,Crispus,Crispus,Mugasha,Mugasha,2000-06-07,2000-06-07,1,1,0
1547,100.0,facility_df,house_df,451,1831,Jimmy,Jimmy,Crispus,Crispus,Kabiito,Mugasha,2000-07-04,2000-06-07,1,1,0
2960,100.0,facility_df,house_df,2047,2667,Jingo,Jingo,Luzaro,Luzaro,Emuron,Emuron,1931-05-21,1931-05-21,1,1,0
1233,100.0,facility_df,house_df,1273,708,Jingo,Jingo,Salimu,Salimu,Balinda,Khaoya,1932-06-08,1932-06-28,1,1,0
142,99.19,facility_df,house_df,619,3377,Joan,Joan,Nabirye,Nabirye,Nira,Mika,2016-05-27,1994-08-29,2,2,0
1962,100.0,facility_df,house_df,619,1307,Joan,Joan,Nabirye,Nabirye,Nira,Nira,2016-05-27,2016-06-16,2,2,0
1961,100.0,facility_df,house_df,2354,1307,Joan,Joan,Nabirye,Nabirye,Nira,Nira,2016-05-27,2016-06-16,2,2,0
141,99.19,facility_df,house_df,2354,3377,Joan,Joan,Nabirye,Nabirye,Nira,Mika,2016-05-27,1994-08-29,2,2,0
1330,100.0,facility_df,house_df,2751,3062,Joan,Joan,Sibalina,Sibalina,Awule,Kira,1942-08-19,1942-09-08,2,2,0
1562,100.0,facility_df,house_df,2421,4097,Joan,Joan,Balinabyo,Balinabyo,Nakato,Landa,1933-12-05,1933-12-18,2,2,0
459,100.0,facility_df,house_df,807,3327,Joan,Joan,,,,,1955-09-17,1955-09-17,2,2,0
1128,100.0,facility_df,house_df,1942,512,Joanita,Joanita,Namaganda,Namaganda,Achola,,1945-10-05,1945-09-28,2,2,0
2515,100.0,facility_df,house_df,1167,162,John,John,Ukasha,Ukasha,Jose,Jose,2005-04-01,2005-04-01,1,1,0
2156,100.0,facility_df,house_df,948,338,John,John,Abdulukani,Abdulukani,Najjuma,Najjuma,1984-07-25,1984-08-14,1,1,0
2758,100.0,facility_df,house_df,1887,3199,John,John,Tulina,Tulina,Mukulu,Mukulu,1982-05-19,1982-05-19,1,1,0
2488,100.0,facility_df,house_df,2632,2400,John,John,James,James,Isingoma,Isingoma,1958-10-22,1958-10-22,1,1,0
693,100.0,facility_df,house_df,2129,618,John,John,Kalangabisa,Kalangabisa,Asali,Nalibwama,1942-09-09,1942-09-22,1,1,0
443,100.0,facility_df,house_df,288,1607,John,John,Waiswa,Waiswa,Apolo,Lwasa,1978-10-12,1978-11-01,1,1,0
442,100.0,facility_df,house_df,1109,1607,John,John,Waiswa,Waiswa,Apolo,Lwasa,1978-10-12,1978-11-01,1,1,0
2140,100.0,facility_df,house_df,1909,483,John,John,Twahiru,Twahiru,Lwanga,Lwanga,2022-03-22,2022-04-11,1,1,0
484,100.0,facility_df,house_df,325,162,John,John,Ukasha,Ukasha,Kizito,Jose,2005-04-08,2005-04-01,1,1,0
483,100.0,facility_df,house_df,939,162,John,John,Ukasha,Ukasha,Kizito,Jose,2005-04-08,2005-04-01,1,1,0
812,100.0,facility_df,house_df,1688,4007,John,John,Daudi,Daudi,Malaika,Mwijukye,2001-05-24,2001-06-06,1,1,0
877,100.0,facility_df,house_df,2231,3199,John,John,Tulina,Tulina,Ekaette,Mukulu,1982-05-06,1982-05-19,1,1,0
2775,100.0,facility_df,house_df,1101,842,Joseph,Joseph,Mukisa,Mukisa,Batte,Batte,1939-08-30,1939-08-30,1,1,0
1695,100.0,facility_df,house_df,311,1050,Joseph,Joseph,John,John,Nalubega,Jajja,2015-04-26,2015-05-09,1,1,0
1697,100.0,facility_df,house_df,811,2146,Joseph,Joseph,Mafabi,Mafabi,Nanteza,Balaba,2003-08-06,2003-07-17,1,1,0
1205,100.0,facility_df,house_df,866,1037,Josephine,Josephine,Bweguyibwa,Bweguyibwa,Nakyobe,Pira,1940-04-08,1940-04-21,2,2,0
2744,100.0,facility_df,house_df,364,1037,Josephine,Josephine,Bweguyibwa,Bweguyibwa,Pira,Pira,1940-04-21,1940-04-21,2,2,0
262,100.0,facility_df,house_df,1368,2107,Josephine,Josephine,Nangoby,Nangobi,Namara,Ura,2021-04-02,2021-03-26,2,2,0
1461,100.0,facility_df,house_df,2819,3081,Josephine,Josephine,Hasifa,Hasifa,Bagaya,Quila,1990-09-28,1990-10-11,2,2,0
2146,100.0,facility_df,house_df,1712,3827,Josephine,Josephine,Nawula,Nawula,,,2027-07-15,2027-07-15,2,2,0
1633,100.0,facility_df,house_df,1529,190,Josephine,Josephine,Nakafero,Nakafero,Nakyobe,,1979-06-24,1979-06-17,2,2,0
1963,100.0,facility_df,house_df,2588,423,Joshua,Joshua,Waiswa,Waiswa,Lukwago,Lukwago,1941-04-09,1941-04-02,1,1,0
1917,100.0,facility_df,house_df,1539,4115,Joshua,Joshua,Kasubi,Kasubi,Nakayiza,Najjuma,1990-08-23,1990-08-23,1,1,0
1918,100.0,facility_df,house_df,593,4115,Joshua,Joshua,Kasubi,Kasubi,Nakayiza,Najjuma,1990-08-23,1990-08-23,1,1,0
1916,100.0,facility_df,house_df,1803,4115,Joshua,Joshua,Kasubi,Kasubi,Nakayiza,Najjuma,1990-08-23,1990-08-23,1,1,0
1232,100.0,facility_df,house_df,1185,1531,Joshua,Joshua,Junior,Junior,Agwang,Nakyejwe,1979-02-11,1979-02-24,1,1,0
2368,100.0,facility_df,house_df,2051,2408,Joshua,Joshua,Kisimoni,Kisimoni,Ibrahim,Ibrahim,1963-09-08,1963-09-21,1,1,0
411,100.0,facility_df,house_df,1617,3990,Jovia,Jovia,Shanita,Shanita,Kizito,Wira,1934-02-05,1934-02-25,2,2,0
1571,100.0,facility_df,house_df,1756,662,Jovia,Jovia,Nabirye,Nabirye,,,1969-11-01,1969-11-01,2,2,0
2005,100.0,facility_df,house_df,814,3635,Jovia,Jovia,Nabulumba,Nabulumba,,,2027-03-27,2027-03-27,2,2,0
449,100.0,facility_df,house_df,1021,892,Jovia,Jovia,Nangobi,Nangobi,Kwagala,,1970-11-06,1970-11-26,2,2,0
450,100.0,facility_df,house_df,951,892,Jovia,Jovia,Nangobi,Nangobi,Kwagala,,1970-11-06,1970-11-26,2,2,0
818,100.0,facility_df,house_df,2351,691,Jovia,Jovia,Hailati,Hailati,Bakamwesiga,Haniya,1945-07-14,1945-07-27,2,2,0
2219,100.0,facility_df,house_df,165,2355,Jowali,Jowali,Kisambira,Kisambira,Malinga,Malinga,1981-02-23,1981-03-08,1,1,0
1090,100.0,facility_df,house_df,2104,2915,Joy,Joy,Safina,Safina,Adabu,Tara,1937-05-29,1937-06-11,2,2,0
421,100.0,facility_df,house_df,1561,1156,Joy,Joy,Nakaziba,Nakaziba,Nanyonjo,Nima,1985-01-06,1985-01-26,2,2,0
422,100.0,facility_df,house_df,242,1156,Joy,Joy,Nakaziba,Nakaziba,Nanyonjo,Nima,1985-01-06,1985-01-26,2,2,0
669,100.0,facility_df,house_df,2061,3802,Joyce,Joyce,Nakaziba,Nakaziba,Balamu,,1999-07-20,1999-08-09,2,2,0
435,100.0,facility_df,house_df,1237,3351,Joyce,Joyce,Nakagolo,Nakagolo,Nakakande,Amaya,1988-04-23,1988-05-06,2,2,0
429,100.0,facility_df,house_df,685,1144,Joyce,Joyce,Naigaga,Naigaga,Nansubuga,,1952-07-04,1952-07-24,2,2,0
2514,100.0,facility_df,house_df,243,321,Joyce,Joyce,Swabula,Swabula,Tara,Tara,1980-02-07,1980-02-07,2,2,0
1467,100.0,facility_df,house_df,1267,178,Jude,Jude,Kevin,Kevin,Namuddu,Masolo,1933-01-10,1933-01-23,1,1,0
1465,100.0,facility_df,house_df,2069,178,Jude,Jude,Kevin,Kevin,Namuddu,Masolo,1933-01-10,1933-01-23,1,1,0
1659,100.0,facility_df,house_df,461,4014,Judith,Judith,Mwajuma,Mwajuma,Matano,,1935-07-05,1935-07-18,2,2,0
1546,100.0,facility_df,house_df,625,1562,Juma,Juma,Taitankoko,Taitankoko,Amako,Ayoo,1934-07-03,1934-07-16,1,1,0
1886,100.0,facility_df,house_df,55,853,Justine,Justine,Patience,Patience,,,1959-08-31,1959-08-31,2,2,0
342,100.0,facility_df,house_df,2374,1987,Justine,Justine,Nabirye,Nabirye,Nakato,Mira,1958-11-12,1958-11-05,2,2,0
772,100.0,facility_df,house_df,2631,3744,Justine,Justine,Nankwanga,Nankwanga,Atunga,,2006-06-13,2006-06-26,2,2,0
773,100.0,facility_df,house_df,1324,3744,Justine,Justine,Nankwanga,Nankwanga,Atunga,,2006-06-13,2006-06-26,2,2,0
466,100.0,facility_df,house_df,2798,3573,Justine,Justine,Naigaga,Naigaga,Nkuba,,1977-03-19,1977-04-08,2,2,0
786,100.0,facility_df,house_df,604,2528,Justine,Justine,Aisha,Aisha,Amani,,1931-10-20,1931-11-02,2,2,0
1024,100.0,facility_df,house_df,922,2074,Justine,Justine,Kyakuwaire,Kyakuwaire,Nalubega,,1943-04-23,1943-05-06,2,2,0
2478,100.0,facility_df,house_df,640,1315,Kaawa,Kaawa,Naigwe,Naigwe,Halima,Halima,1942-03-03,1942-02-24,2,2,0
2480,100.0,facility_df,house_df,279,1315,Kaawa,Kaawa,Naigwe,Naigwe,Halima,Halima,1942-03-03,1942-02-24,2,2,0
1178,100.0,facility_df,house_df,2624,904,Kabaseke,Kabaseke,Wahabu,Wahabu,Lwaki,Kiiza,1952-05-05,1952-05-25,1,1,0
2367,100.0,facility_df,house_df,1182,2440,Kabaseke,Kabaseke,Kisanafu,Kisanafu,Ibrahim,Ibrahim,2011-08-28,2011-09-10,1,1,0
1479,100.0,facility_df,house_df,1759,1534,Kadijja,Kadijja,Nakiranda,Nakiranda,Aima,,1947-06-27,1947-07-10,2,2,0
2029,100.0,facility_df,house_df,1964,1534,Kadijja,Kadijja,Nakiranda,Nakiranda,,,1947-07-10,1947-07-10,2,2,0
2752,100.0,facility_df,house_df,2554,2842,Kafuko,Kafuko,Tibitondwa,Tibitondwa,Nia,Nia,1965-01-25,1965-02-07,2,2,0
3006,100.0,facility_df,house_df,2056,3308,Kagoma,Kagoma,Loy,Loy,Kooko,Kooko,1941-02-23,1941-02-23,1,1,0
720,100.0,facility_df,house_df,2464,1176,Kagoya,Kagoya,Shaluwa,Shaluwa,Nkumba,,1979-10-30,1979-10-23,2,2,0
853,100.0,facility_df,house_df,355,4006,Kagoya,Kagoya,Olivia,Olivia,Maimouna,Janda,2022-02-27,2022-03-12,2,2,0
1925,100.0,facility_df,house_df,1958,1343,Kagoya,Kagoya,Kamanda,Kamanda,,,2011-06-02,2011-06-02,2,2,0
719,100.0,facility_df,house_df,2565,3909,Kagoya,Kagoya,Shaluwa,Shaluwa,Galabu,,1988-01-17,1988-02-06,2,2,0
283,100.0,facility_df,house_df,2096,1927,Kagoya,Kagoya,Nakagolo,Nakagolo,Nabbosa,Fara,1956-06-07,1956-06-27,2,2,0
1923,100.0,facility_df,house_df,1969,3546,Kagoya,Kagoya,Naswiba,Naswiba,,,1935-12-12,1935-12-12,2,2,0
2736,100.0,facility_df,house_df,946,4006,Kagoya,Kagoya,Olivia,Olivia,Janda,Janda,2022-03-12,2022-03-12,2,2,0
1950,100.0,facility_df,house_df,376,3453,Kagoya,Kagoya,Namudiba,Namudiba,,,1998-04-09,1998-04-09,2,2,0
1152,100.0,facility_df,house_df,1500,3546,Kagoya,Kagoya,Naswiba,Naswiba,Nanteza,,1935-11-29,1935-12-12,2,2,0
756,100.0,facility_df,house_df,164,2183,Kagoya,Kagoya,Joanita,Joanita,Nkwanzi,Yama,1993-12-25,1994-01-14,2,2,0
869,100.0,facility_df,house_df,2285,1343,Kagoya,Kagoya,Kamanda,Kamanda,,,2011-06-22,2011-06-02,2,2,0
2422,100.0,facility_df,house_df,2670,2347,Kagoya,Kagoya,Nuulu,Nuulu,Ima,Ima,1939-02-23,1939-02-23,2,2,0
2636,100.0,facility_df,house_df,2754,2819,Kagoya,Kagoya,Bageyana,Bageyana,Lyra,Lyra,2014-09-25,2014-09-25,2,2,0
540,100.0,facility_df,house_df,526,1819,Kagoya,Kagoya,Kauma,Kauma,Habiba,,1961-07-05,1961-06-28,2,2,0
261,100.0,facility_df,house_df,1758,686,Kagoya,Kagoya,,,Bahati,,1973-09-23,1973-10-13,2,2,0
620,100.0,facility_df,house_df,1405,500,Kagoya,Kagoya,Lydia,Lydia,Akello,,1997-01-09,1997-01-22,2,2,0
621,100.0,facility_df,house_df,1043,500,Kagoya,Kagoya,Lydia,Lydia,Akello,,1997-01-09,1997-01-22,2,2,0
1853,100.0,facility_df,house_df,130,1996,Kagoya,Kagoya,Naula,Naula,,,2000-07-12,2000-07-12,2,2,0
239,99.96,facility_df,house_df,2565,1176,Kagoya,Kagoya,Shaluwa,Shaluwa,Galabu,,1988-01-17,1979-10-23,2,2,0
1883,100.0,facility_df,house_df,1180,1150,Kagoya,Kagoya,Rose,Rose,,,1956-03-28,1956-03-28,2,2,0
99,98.13,facility_df,house_df,2752,3546,Kagoya,Kagoya,Anisha,Naswiba,Alinda,,1935-11-30,1935-12-12,2,2,0
2215,100.0,facility_df,house_df,2386,2822,Kagoya,Kagoya,Baada,Baada,Panya,Panya,2011-04-13,2011-04-26,2,2,0
2216,100.0,facility_df,house_df,2042,2822,Kagoya,Kagoya,Baada,Baada,Panya,Panya,2011-04-13,2011-04-26,2,2,0
98,98.13,facility_df,house_df,1969,1555,Kagoya,Kagoya,Naswiba,Anisha,,Ila,1935-12-12,1935-12-20,2,2,0
240,99.96,facility_df,house_df,2464,3909,Kagoya,Kagoya,Shaluwa,Shaluwa,Nkumba,,1979-10-30,1988-02-06,2,2,0
489,100.0,facility_df,house_df,2752,1555,Kagoya,Kagoya,Anisha,Anisha,Alinda,Ila,1935-11-30,1935-12-20,2,2,0
2904,100.0,facility_df,house_df,1188,3567,Kajete,Kajete,Deburash,Deburash,Mukwaya,Mukwaya,2023-05-23,2023-05-23,1,1,0
2409,100.0,facility_df,house_df,201,462,Kakaire,Kakaire,George,George,Kyakonye,Kyakonye,1939-04-22,1939-05-05,1,1,0
1535,100.0,facility_df,house_df,2128,4055,Kakaire,Kakaire,Sande,Sande,Nakalanzi,Apolo,1998-09-22,1998-10-12,1,1,0
1536,100.0,facility_df,house_df,48,4055,Kakaire,Kakaire,Sande,Sande,Nakalanzi,Apolo,1998-09-22,1998-10-12,1,1,0
2111,100.0,facility_df,house_df,1546,364,Kalalu,Kalulu,Bayan,Bayan,Buyinza,Buyinza,1988-07-24,1988-08-06,1,1,1
2229,100.0,facility_df,house_df,446,225,Kaliku,Kaliku,Kigenyi,Kigenyi,Kyakonye,Kyakonye,1978-08-21,1978-09-03,1,1,0
1134,100.0,facility_df,house_df,457,1970,Kaliku,Kaliku,Mutaka,Mutaka,Nakalanzi,Kakooza,1938-07-24,1938-08-06,1,1,0
2641,100.0,facility_df,house_df,1384,225,Kaliku,Kaliku,Kigenyi,Kigenyi,Kyakonye,Kyakonye,1978-09-03,1978-09-03,1,1,0
1136,100.0,facility_df,house_df,83,1970,Kaliku,Kaliku,Mutaka,Mutaka,Nakalanzi,Kakooza,1938-07-24,1938-08-06,1,1,0
1101,100.0,facility_df,house_df,167,667,Kalimu,Kalimu,Mukyaye,Mukyaye,Ayebo,Baguma,2004-01-24,2004-02-13,1,1,0
2920,100.0,facility_df,house_df,977,3948,Kalimu,Kalimu,Musazi,Musazi,Kaggwa,Kaggwa,1970-01-28,1970-01-28,1,1,0
1362,100.0,facility_df,house_df,1203,2629,Kalimu,Kalimu,Alushadi,Alushadi,Ebalu,Lukwago,1955-02-02,1955-01-13,1,1,0
1365,100.0,facility_df,house_df,79,2629,Kalimu,Kalimu,Alushadi,Alushadi,Ebalu,Lukwago,1955-02-02,1955-01-13,1,1,0
1097,100.0,facility_df,house_df,1706,667,Kalimu,Kalimu,Mukyaye,Mukyaye,Ayebo,Baguma,2004-01-24,2004-02-13,1,1,0
1474,100.0,facility_df,house_df,1647,805,Kalule,Kalule,Duula,Duula,Enyanga,Lwasa,2013-01-03,2013-01-23,1,1,0
1477,100.0,facility_df,house_df,1417,805,Kalule,Kalule,Duula,Duula,Enyanga,Lwasa,2013-01-03,2013-01-23,1,1,0
1404,100.0,facility_df,house_df,626,1688,Kalulu,Kalulu,Ibra,Ibra,Baka,Mukama,1998-09-25,1998-09-18,1,1,0
994,100.0,facility_df,house_df,2430,3977,Kamadha,Kamadha,Kaziba,Kaziba,Kirabo,Edoni,1959-09-16,1959-08-27,1,1,0
1854,100.0,facility_df,house_df,1621,304,Kamalali,Kamulali,Muzafaru,Muzafaru,Mukembo,Mukembo,1997-07-18,1997-07-31,1,1,1
2133,100.0,facility_df,house_df,663,1566,Kamanda,Kamanda,Nasabu,Nasabu,,,2009-01-25,2009-01-25,2,2,0
1625,100.0,facility_df,house_df,310,3941,Kamanda,Kamanda,Davis,Davis,Kanyike,Kalungi,1946-03-31,1946-04-13,1,1,0
1570,100.0,facility_df,house_df,455,1566,Kamanda,Kamanda,Nasabu,Nasabu,Amani,,2009-01-05,2009-01-25,2,2,0
1869,100.0,facility_df,house_df,920,1883,Kamera,Kamera,Bukumbi,Bukumbi,Kisekka,Kasibante,1935-02-03,1935-01-27,1,1,0
929,100.0,facility_df,house_df,2630,1641,Kamidha,Kamidha,Sarah,Sarah,Atuhaire,Achara,2027-01-09,2027-01-02,2,2,0
1387,100.0,facility_df,house_df,2109,1194,Kamoga,Kamoga,Faizo,Faizo,Nsereko,Lumala,1989-05-11,1989-05-31,1,1,0
1110,100.0,facility_df,house_df,1715,378,Kamudyu,Kamudyu,Nakaziba,Nakaziba,,,1999-12-01,1999-12-14,2,2,0
1655,100.0,facility_df,house_df,2008,2896,Kamuyati,Kamuyati,Byawano,Byawano,Abooki,,1992-06-28,1992-07-11,2,2,0
162,99.33,facility_df,house_df,1251,2575,Kamuyati,Kamuyati,Timugibwa,Kauma,Vira,,2007-11-11,2007-10-12,2,2,0
1656,100.0,facility_df,house_df,1657,2896,Kamuyati,Kamuyati,Byawano,Byawano,Abooki,,1992-06-28,1992-07-11,2,2,0
2531,100.0,facility_df,house_df,1251,1975,Kamuyati,Kamuyati,Timugibwa,Timugibwa,Vira,Vira,2007-11-11,2007-11-11,2,2,0
1894,100.0,facility_df,house_df,1794,3181,Kamuyati,Kamuyati,Namukuve,Namukuve,,,1979-08-21,1979-08-21,2,2,0
767,100.0,facility_df,house_df,1849,3965,Kamuyati,Kamuyati,Amulasi,Amulasi,Kiganda,Sela,1999-11-16,1999-12-06,2,2,0
246,99.99,facility_df,house_df,1960,3181,Kamuyati,Kamuyati,Namukuve,Namukuve,Byaruhanga,,1981-03-13,1979-08-21,2,2,0
1238,100.0,facility_df,house_df,1858,1092,Kamuyati,Kamuyati,Namatovu,Namatovu,Nalukwago,Fama,1947-07-25,1947-08-14,2,2,0
1237,100.0,facility_df,house_df,2479,1092,Kamuyati,Kamuyati,Namatovu,Namatovu,Nalukwago,Fama,1947-07-25,1947-08-14,2,2,0
2121,100.0,facility_df,house_df,856,2446,Kamuyati,Kamuyati,Nakaziba,Nakaziba,Fala,Fala,2002-02-03,2002-02-16,2,2,0
2467,100.0,facility_df,house_df,2736,1332,Kapisi,Kapisi,Sulaiman,Sulaiman,Kyakonye,Kyakonye,2019-06-28,2019-07-11,1,1,0
1426,100.0,facility_df,house_df,523,801,Kasanvu,Kasanvu,Tenwa,Tenwa,Ekwamu,Masolo,1980-04-12,1980-04-25,1,1,0
1423,100.0,facility_df,house_df,1814,2001,Kasanvu,Kasanvu,Shalifu,Shalifu,Nakato,Najjuma,1935-12-07,1935-11-27,1,1,0
1422,100.0,facility_df,house_df,2059,2001,Kasanvu,Kasanvu,Shalifu,Shalifu,Nakato,Najjuma,1935-12-07,1935-11-27,1,1,0
864,100.0,facility_df,house_df,1164,3903,Kasata,Kasata,Aisha,Aisha,Emurwon,Jara,1991-02-15,1991-03-07,2,2,0
1654,100.0,facility_df,house_df,2348,490,Kasata,Kasata,Zauma,Zauma,,,2026-10-02,2026-10-22,2,2,0
1945,100.0,facility_df,house_df,98,401,Kasifa,Kasifa,Ndagile,Ndagile,,,2002-06-14,2002-07-04,2,2,0
938,100.0,facility_df,house_df,2140,944,Kasim,Kasim,Mutale,Mutale,Nabirye,Masinde,2023-09-17,2023-09-30,1,1,0
2658,100.0,facility_df,house_df,2526,582,Kasirye,Kasirye,Nakato,Nakato,Gani,Gani,1943-09-02,1943-09-02,2,2,0
889,100.0,facility_df,house_df,1108,1573,Kasirye,Kasirye,Tenywa,Tenywa,Amooti,Mwesige,1988-06-01,1988-06-14,1,1,0
2826,100.0,facility_df,house_df,480,1877,Kasirye,Kasirye,Balilaine,Balilaine,Feta,Feta,1965-04-22,1965-04-22,1,1,0
1744,100.0,facility_df,house_df,741,32,Kasujja,Kasujja,Alufanu,Alufanu,Nkwanzi,Kulubya,1978-03-31,1978-04-20,1,1,0
1746,100.0,facility_df,house_df,76,32,Kasujja,Kasujja,Alufanu,Alufanu,Nkwanzi,Kulubya,1978-03-31,1978-04-20,1,1,0
1214,100.0,facility_df,house_df,2628,579,Katebe,Katebe,Maganda,Maganda,Amukam,Kulumba,1998-05-12,1998-05-25,1,1,0
875,100.0,facility_df,house_df,1825,1153,Katerine,Katerine,Swabula,Swabula,Nanyonga,Jina,1967-03-25,1967-04-14,2,2,0
2756,100.0,facility_df,house_df,489,1153,Katerine,Katerine,Swabula,Swabula,Jina,Jina,1967-04-14,1967-04-14,2,2,0
2822,100.0,facility_df,house_df,1862,3409,Katerine,Katerine,Mpudha,Mpudha,Fanda,Fanda,1996-04-23,1996-04-23,2,2,0
1285,100.0,facility_df,house_df,2178,3409,Katerine,Katerine,Mpudha,Mpudha,Nakato,Fanda,1996-04-30,1996-04-23,2,2,0
1428,100.0,facility_df,house_df,536,3000,Kato,Kato,Sempa,Sempa,Anole,Ekwaro,1999-09-09,1999-09-22,1,1,0
2895,100.0,facility_df,house_df,792,592,Kato,Kato,Ofono,Ofono,Kamya,Kamya,1992-03-26,1992-03-26,1,1,0
2622,100.0,facility_df,house_df,30,1268,Katoko,Katoko,Namudu,Namudu,Nira,Nira,1976-10-08,1976-09-11,2,2,0
2675,100.0,facility_df,house_df,1236,2728,Katonda,Katonda,Kabale,Kabale,Kulumba,Kulumba,1942-09-04,1942-08-15,1,1,0
784,100.0,facility_df,house_df,471,3306,Kaudha,Kaudha,Ruth,Ruth,Maimouna,Dara,2004-02-21,2004-03-12,2,2,0
1050,100.0,facility_df,house_df,360,1065,Kaudha,Kaudha,Kauthara,Kauthara,Nalubega,,2005-08-06,2005-08-26,2,2,0
1025,100.0,facility_df,house_df,2070,1187,Kaudha,Kaudha,Nanangwe,Nanangwe,Nsereko,Esa,2005-01-07,2005-01-27,2,2,0
526,100.0,facility_df,house_df,1029,2451,Kaudha,Kaudha,Nakaziba,Nakaziba,,,1933-10-06,1933-09-29,2,2,0
1888,100.0,facility_df,house_df,1272,3813,Kaudha,Kaudha,Kirabira,Kirabira,,,1978-12-24,1978-12-24,2,2,0
223,99.92,facility_df,house_df,1029,558,Kaudha,Kaudha,Nakaziba,Nakaziba,,,1933-10-06,1930-09-04,2,2,0
1027,100.0,facility_df,house_df,1122,3813,Kaudha,Kaudha,Kirabira,Kirabira,Bangi,,1978-12-11,1978-12-24,2,2,0
1192,100.0,facility_df,house_df,2219,3216,Kaudha,Kaudha,Namuganza,Namuganza,Ggome,Lira,1958-09-16,1958-09-29,2,2,0
1524,100.0,facility_df,house_df,896,925,Kauma,Kauma,Kamanda,Kamanda,Nabbosa,,1939-01-16,1939-01-29,2,2,0
1523,100.0,facility_df,house_df,2195,1137,Kauma,Kauma,Kampi,Kampi,Namutebi,,1954-10-12,1954-10-25,2,2,0
1525,100.0,facility_df,house_df,265,1137,Kauma,Kauma,Kampi,Kampi,Namutebi,,1954-10-12,1954-10-25,2,2,0
494,100.0,facility_df,house_df,2488,3833,Kauma,Kauma,Naigaga,Naigaga,Batooro,,1971-05-17,1971-05-02,2,2,0
243,99.98,facility_df,house_df,1077,2496,Kauma,Kauma,Namatende,Namatende,Ayugi,,2008-05-11,2016-07-09,2,2,0
546,100.0,facility_df,house_df,1077,3075,Kauma,Kauma,Namatende,Namatende,Ayugi,Kala,2008-05-11,2008-05-04,2,2,0
